topic_id,certification,exam,section,objective,topic,duration,question_targets
N10-009-050,CompTIA Network+,N10-009,Section 3: Network Operations,3.2 – Network Monitoring,Logs and Monitoring,13:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-051,CompTIA Network+,N10-009,Section 3: Network Operations,3.2 – Network Monitoring,Network Solutions,6:57,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-052,CompTIA Network+,N10-009,Section 3: Network Operations,3.3 – Disaster Recovery,Disaster Recovery,12:09,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-053,CompTIA Network+,N10-009,Section 3: Network Operations,3.3 – Disaster Recovery,Network Redundancy,4:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-054,CompTIA Network+,N10-009,Section 3: Network Operations,3.4 – IP Services,DHCP,8:51,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-055,CompTIA Network+,N10-009,Section 3: Network Operations,3.4 – IP Services,Configuring DHCP,10:18,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-056,CompTIA Network+,N10-009,Section 3: Network Operations,3.4 – IP Services,IPv6 and SLAAC,4:53,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-057,CompTIA Network+,N10-009,Section 3: Network Operations,3.4 – IP Services,An Overview of DNS,16:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-058,CompTIA Network+,N10-009,Section 3: Network Operations,3.4 – IP Services,DNS Records,9:04,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-059,CompTIA Network+,N10-009,Section 3: Network Operations,3.4 – IP Services,Time Protocols,5:02,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-060,CompTIA Network+,N10-009,Section 3: Network Operations,3.5 – Network Access,VPNs,6:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-061,CompTIA Network+,N10-009,Section 3: Network Operations,3.5 – Network Access,Remote Access,7:52,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-062,CompTIA Network+,N10-009,Section 4: Network Security,4.1 – Network Security Concepts,Security Concepts,13:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-063,CompTIA Network+,N10-009,Section 4: Network Security,4.1 – Network Security Concepts,Authentication,12:46,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-064,CompTIA Network+,N10-009,Section 4: Network Security,4.1 – Network Security Concepts,Security Technologies,7:15,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-065,CompTIA Network+,N10-009,Section 4: Network Security,4.1 – Network Security Concepts,Regulatory Compliance,4:00,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-066,CompTIA Network+,N10-009,Section 4: Network Security,4.1 – Network Security Concepts,Segmentation Enforcement,6:09,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-067,CompTIA Network+,N10-009,Section 4: Network Security,4.2 – Attack Types,Denial of Service,6:58,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-068,CompTIA Network+,N10-009,Section 4: Network Security,4.2 – Attack Types,VLAN Hopping,6:35,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-069,CompTIA Network+,N10-009,Section 4: Network Security,4.2 – Attack Types,MAC Flooding,8:10,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-070,CompTIA Network+,N10-009,Section 4: Network Security,4.2 – Attack Types,ARP and DNS Poisoning,7:28,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-071,CompTIA Network+,N10-009,Section 4: Network Security,4.2 – Attack Types,Rogue Services,6:08,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-072,CompTIA Network+,N10-009,Section 4: Network Security,4.2 – Attack Types,Social Engineering,10:56,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-073,CompTIA Network+,N10-009,Section 4: Network Security,4.2 – Attack Types,Malware,6:41,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-074,CompTIA Network+,N10-009,Section 4: Network Security,4.3 – Network Security Features,Device Security,9:03,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-075,CompTIA Network+,N10-009,Section 4: Network Security,4.3 – Network Security Features,Security Rules,10:23,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-076,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.1 – Troubleshooting,Network Troubleshooting Methodology,8:04,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-077,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.2 – Physical Issues,Cable Issues,14:40,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-078,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.2 – Physical Issues,Interface Issues,9:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-079,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.2 – Physical Issues,Hardware Issues,7:34,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-080,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.3 – Troubleshooting Network Services,Switching Issues,9:58,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-081,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.3 – Troubleshooting Network Services,Routing and IP Issues,9:37,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-082,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.4 – Performance Issues,Performance Issues,7:18,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-083,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.4 – Performance Issues,Wireless Issues,9:21,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-084,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.5 – Tools and Protocols,Software Tools,7:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-085,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.5 – Tools and Protocols,Command Line Tools,17:59,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-086,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.5 – Tools and Protocols,Hardware Tools,8:40,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
N10-009-087,CompTIA Network+,N10-009,Section 5: Network Troubleshooting,5.5 – Tools and Protocols,Basic Network Device Commands,8:56,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
