topic_id,certification,exam,section,objective,topic,duration,question_targets
220-1201-020,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.1 – Displays,Display Types,9:13,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-021,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.1 – Displays,Display Attributes,12:01,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-022,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Network Cables,12:14,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-023,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,568A and 568B Colors,5:41,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-024,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Optical Fiber,4:14,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-025,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Peripheral Cables,8:59,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-026,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Video Cables,7:03,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-027,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Storage Cables,4:10,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-028,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Adapters and Converters,4:05,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-029,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Copper Connectors,8:33,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-030,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.2 – Cables and Connectors,Fiber Connectors,2:49,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-031,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.3 – Memory,An Overview of Memory,8:38,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-032,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.3 – Memory,Memory Technologies,8:44,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-033,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.4 – Storage Devices,Storage Devices,14:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-034,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.4 – Storage Devices,RAID,8:08,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-035,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,Motherboard Form Factors,6:18,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-036,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,Motherboard Expansion Slots,7:14,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-037,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,Motherboard Connections,5:45,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-038,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,Motherboard Compatibility,3:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-039,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,The BIOS,4:42,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-040,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,BIOS Settings,19:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-041,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,HSM and TPM,7:47,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-042,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,CPU Features,5:13,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-043,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,Expansion Cards,6:17,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-044,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.5 – Motherboards,Cooling,6:37,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-045,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.6 – Power,Computer Power,15:31,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-046,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.7 – Multifunction Devices,Multifunction Devices,14:25,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-047,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.8 – Printers,Laser Printer Maintenance,7:30,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-048,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.8 – Printers,Inkjet Printers,3:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-049,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.8 – Printers,Inkjet Printer Maintenance,3:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-050,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.8 – Printers,Thermal Printers,3:39,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-051,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.8 – Printers,Thermal Printer Maintenance,4:16,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-052,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.8 – Printers,Impact Printers,6:19,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-053,CompTIA A+ Core 1,220-1201,Section 3: Hardware,3.8 – Printers,Impact Printer Maintenance,3:11,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-054,CompTIA A+ Core 1,220-1201,Section 4: Virtualization and Cloud Computing,4.1 – Virtualization,Virtualization Concepts,5:45,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-055,CompTIA A+ Core 1,220-1201,Section 4: Virtualization and Cloud Computing,4.1 – Virtualization,Virtualization Services,11:23,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-056,CompTIA A+ Core 1,220-1201,Section 4: Virtualization and Cloud Computing,4.2 – Cloud Computing,Cloud Models,9:48,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-057,CompTIA A+ Core 1,220-1201,Section 4: Virtualization and Cloud Computing,4.2 – Cloud Computing,Cloud Characteristics,6:50,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-058,CompTIA A+ Core 1,220-1201,Section 5: Hardware and Network Troubleshooting,5.1 – Troubleshooting Hardware,Troubleshooting Hardware,25:15,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-059,CompTIA A+ Core 1,220-1201,Section 5: Hardware and Network Troubleshooting,5.2 – Troubleshooting Storage,Troubleshooting Storage Devices,17:04,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-060,CompTIA A+ Core 1,220-1201,Section 5: Hardware and Network Troubleshooting,5.3 – Troubleshooting Displays,Troubleshooting Display Issues,18:52,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-061,CompTIA A+ Core 1,220-1201,Section 5: Hardware and Network Troubleshooting,5.4 – Troubleshooting Mobile Devices,Troubleshooting Mobile Devices,17:52,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-062,CompTIA A+ Core 1,220-1201,Section 5: Hardware and Network Troubleshooting,5.5 – Troubleshooting Networks,Troubleshooting Networks,15:14,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
220-1201-063,CompTIA A+ Core 1,220-1201,Section 5: Hardware and Network Troubleshooting,5.6 – Troubleshooting Printers,Troubleshooting Printers,11:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
