topic_id,certification,exam,section,objective,topic,duration,question_targets
SY0-701-018,CompTIA Security+,SY0-701,Section 1: General Security Concepts,1.4 – Cryptographic Solutions,Blockchain Technology,2:22,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-019,CompTIA Security+,SY0-701,Section 1: General Security Concepts,1.4 – Cryptographic Solutions,Certificates,14:38,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-020,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.1 – Threat Actors,Threat Actors,10:23,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-021,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.2 – Threat Vectors and Attack Surfaces,Common Threat Vectors,17:14,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-022,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.2 – Threat Vectors and Attack Surfaces,Phishing,6:32,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-023,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.2 – Threat Vectors and Attack Surfaces,Impersonation,5:52,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-024,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.2 – Threat Vectors and Attack Surfaces,Watering Hole Attacks,4:12,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-025,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.2 – Threat Vectors and Attack Surfaces,Other Social Engineering Attacks,3:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-026,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Memory Injections,2:39,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-027,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Buffer Overflows,3:37,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-028,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Race Conditions,4:58,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-029,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Malicious Updates,5:45,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-030,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Operating System Vulnerabilities,4:09,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-031,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,SQL Injection,5:09,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-032,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Cross-site Scripting,8:34,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-033,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Hardware Vulnerabilities,6:27,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-034,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Virtualization Vulnerabilities,5:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-035,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Cloud-specific Vulnerabilities,4:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-036,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Supply Chain Vulnerabilities,9:12,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-037,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Misconfiguration Vulnerabilities,7:09,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-038,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Mobile Device Vulnerabilities,3:23,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-039,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.3 – Types of Vulnerabilities,Zero-day Vulnerabilities,3:02,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-040,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,An Overview of Malware,6:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-041,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Viruses and Worms,5:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-042,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Spyware and Bloatware,4:21,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-043,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Other Malware Types,7:32,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-044,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Physical Attacks,4:04,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-045,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Denial of Service,6:07,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-046,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,DNS Attacks,8:57,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-047,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Wireless Attacks,7:55,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-048,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,On-path Attacks,5:30,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-049,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Replay Attacks,5:45,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-050,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Malicious Code,3:40,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-051,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Application Attacks,11:48,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-052,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Cryptographic Attacks,9:31,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-053,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Password Attacks,7:15,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-054,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.4 – Indicators of Malicious Activity,Indicators of Compromise,10:59,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-055,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.5 – Mitigation Techniques,Segmentation and Access Control,6:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-056,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.5 – Mitigation Techniques,Mitigation Techniques,6:51,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-057,CompTIA Security+,SY0-701,"Section 2: Threats, Vulnerabilities, and Mitigations",2.5 – Mitigation Techniques,Hardening Techniques,12:11,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-058,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.1 – Architecture Models,Cloud Infrastructures,9:56,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-059,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.1 – Architecture Models,Network Infrastructure Concepts,6:56,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-060,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.1 – Architecture Models,Other Infrastructure Concepts,14:24,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-061,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.1 – Architecture Models,Infrastructure Considerations,13:48,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-062,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.2 – Applying Security Principles,Secure Infrastructures,5:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-063,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.2 – Applying Security Principles,Intrusion Prevention,5:14,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-064,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.2 – Applying Security Principles,Network Appliances,11:56,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-065,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.2 – Applying Security Principles,Port Security,3:50,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-066,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.2 – Applying Security Principles,Firewall Types,8:00,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-067,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.2 – Applying Security Principles,Secure Communication,9:55,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-068,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.3 – Protecting Data,Data Types and Classifications,5:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-069,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.3 – Protecting Data,States of Data,6:07,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-070,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.3 – Protecting Data,Protecting Data,14:28,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-071,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.4 – Resiliency and Recovery,Resiliency,9:42,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-072,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.4 – Resiliency and Recovery,Capacity Planning,3:53,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-073,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.4 – Resiliency and Recovery,Recovery Testing,5:18,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-074,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.4 – Resiliency and Recovery,Backups,12:16,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-075,CompTIA Security+,SY0-701,Section 3: Security Architecture,3.4 – Resiliency and Recovery,Power Resiliency,4:02,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-076,CompTIA Security+,SY0-701,Section 4: Security Operations,4.1 – Security Techniques,Secure Baselines,4:11,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-077,CompTIA Security+,SY0-701,Section 4: Security Operations,4.1 – Security Techniques,Hardening Targets,10:11,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-078,CompTIA Security+,SY0-701,Section 4: Security Operations,4.1 – Security Techniques,Securing Wireless and Mobile,8:58,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-079,CompTIA Security+,SY0-701,Section 4: Security Operations,4.1 – Security Techniques,Wireless Security Settings,10:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-080,CompTIA Security+,SY0-701,Section 4: Security Operations,4.1 – Security Techniques,Application Security,8:26,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-081,CompTIA Security+,SY0-701,Section 4: Security Operations,4.2 – Asset Management,Asset Management,8:37,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
